工作名称,工作地点,工作公司,工作薪资,工作学历,工作标签,工作经验,招聘详情页链接
Python讲师,郑州·中原区·锦艺城,乐启教育,4-9K,大专,培训机构,1-3年,https://www.zhipin.com/gongsi/4d5e600ea2335d911Xd-29m-Ew~~.html
Python讲师,郑州·管城回族区·郑州东站,桃普教育,5-9K,大专,互联网,1-3年,https://www.zhipin.com/gongsi/a7361c2a68deb4d60nJ90tu4EQ~~.html
Odoo开发工程师,郑州·金水区·经三路沿线,甄度科技,10-15K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/7af368ba98b5bb141nV-3ty7EFs~.html
软件开发工程师,郑州·管城回族区·郑州东站,河南思泰电子科技,8-10K,本科,计算机服务,3-5年,https://www.zhipin.com/gongsi/252807f36e6fe9f41HZ-3Nq6GA~~.html
后台开发工程师,郑州·中原区·高新区,因诺网络,6-11K,不限,移动互联网,1-3年学历,https://www.zhipin.com/gongsi/527e3985605be0b71nF92tq_Fg~~.html
python开发工程师,郑州·二七区·兴华南街,远泰瑞博,5-10K,不限,信息安全,1-3年学历,https://www.zhipin.com/gongsi/28db06eb0a6f82670HJy3tu9GA~~.html
Python后端开发工程师,郑州·中原区·高新区,图灵实验室,8-13K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/1dbd618726e06b5a1HV43Nu0EA~~.html
Python,郑州·中原区·高新区,卓米科技,4-5K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/4c9d9534874eb17c1HN839S8.html
软件工程师,郑州·金水区·郑州东站,中教能源(河南),8-10K,本科,电力/热力/燃气/水利,1-3年,https://www.zhipin.com/gongsi/0b0923ffe9b3f2400Hdz09W4FA~~.html
全栈工程师,郑州·金水区·CBD,动量科技,10-15K,本科,移动互联网,经验不限,https://www.zhipin.com/gongsi/e8e576587e1423851nN8096_.html
Python工程师,郑州·中原区·西环路,禹和新能源,3-6K,大专,汽车生产,经验不限,https://www.zhipin.com/gongsi/81b573dcb4ea0acc33R82Nm9.html
python老师,郑州·中原区·高新区,三点一四教育,5-7K,本科,培训机构,1-3年,https://www.zhipin.com/gongsi/1b32e5aec7c78b8c1X1z39y5FA~~.html
Python爬虫开发工程师,郑州·金水区·未来路,焱木科技,8-12K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/1414d43e118a98211XV739i9EA~~.html
Python工程师,郑州·金水区·郑州东站,郑州淘客,8-12K·13薪,本科,计算机服务,1-3年,https://www.zhipin.com/gongsi/23712bc409d23eaf0HNy2Ni6GA~~.html
python研发工程师,郑州·金水区·熙地港,泛网信通,10-15K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/1f0178edda37b2720XJy2d-4Fg~~.html
Python,郑州·金水区·CBD,国信投资,5-8K,本科,互联网金融,1年以内,https://www.zhipin.com/gongsi/532325ba3fe91df533Ry3NS6.html
python爬虫工程师可接受应届生,郑州·管城回族区·郑州东站,快盾科技,6-11K,大专,互联网,1-3年,https://www.zhipin.com/gongsi/853a6867ce22624d1nNz2NW6FVc~.html
云存储研发工程师,郑州·中原区·新郑大,EASYSTACK,10-15K·14薪,本科,企业服务,3-5年,https://www.zhipin.com/gongsi/7d7317d37d9a5d143nJ42w~~.html
Python少儿编程讲师月7000+,郑州·金水区·国贸360,杭州小米智课,4-9K,大专,培训机构,经验不限,https://www.zhipin.com/gongsi/c660ecf7ee4b9e3633J63N28EA~~.html
产品研发工程师,郑州·金水区·汽配大世界,木云电子,8-12K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/f4e33a0c32cd67ee1nB42NW9Fg~~.html
爬虫工程师,郑州,象信传媒,8-10K,大专,文化/体育/娱乐,1-3年,https://www.zhipin.com/gongsi/c2aa7811e7d957051nB53dW8GVM~.html
自动化开发实施工程师,郑州·金水区·经三路沿线,河南日盛,5-10K,本科,计算机硬件,1-3年,https://www.zhipin.com/gongsi/1dddacb45268fa891XF-3dy9Fw~~.html
Python研发工程师,郑州·中原区·华强城市广场,Each+,7-12K·13薪,本科,互联网,1-3年,https://www.zhipin.com/gongsi/95d57756f47f286233d529u7.html
python开发,郑州·中原区·高新区,河南天祺,5-8K·13薪,不限,信息安全,经验不限学历,https://www.zhipin.com/gongsi/0db7bdd76b6076781nV70t2-EVY~.html
数据采集工程师,郑州·管城回族区·经开区,埃文科技,7-10K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/1ccaa35b28775f381Hxz2Nm_EQ~~.html
Python前后端开发工程师,郑州·管城回族区·二里岗,联畅通信科技,5-8K,本科,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/3d26e543341db6211nV72tq5Elo~.html
爬虫工程师,郑州·中原区·五龙口,郑州爱枇杷,8-10K,大专,电子商务,1-3年,https://www.zhipin.com/gongsi/0a830174ebcf50fc03N93Ny4GQ~~.html
Python开发工程师,郑州·新郑市·航空港区,富士康,7-10K·13薪,本科,互联网,1-3年,https://www.zhipin.com/gongsi/9c231fb2be25afd133B82Nw~.html
python工程师,郑州,杰尔思传媒,10-15K,不限,广告/公关/会展,经验不限学历,https://www.zhipin.com/gongsi/1542f9692d6efdec1nV-3d64FA~~.html
Python工程师,郑州·中原区·五龙口,郑州高裕,6-10K,大专,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/2919cf7899ec0cf71nd72d-9EFM~.html
Python,郑州·金水区·CBD,投实,9-12K,本科,互联网金融,1-3年,https://www.zhipin.com/gongsi/d6df4e9b4ceff1101nB62dS7EA~~.html
高级Python开发工程师,郑州·管城回族区·经开区,润星网络,10-15K,大专,互联网,3-5年,https://www.zhipin.com/gongsi/a747e8958cddd01e1nZz2NW9GFU~.html
Python Web开发,郑州·金水区·东风路,河南黑白电子,5-10K,本科,移动互联网,1-3年,https://www.zhipin.com/gongsi/102ec1b5378940aa1nxy29q7.html
Python,郑州·金水区·东建材,拾壹人,5-8K,本科,广告/公关/会展,经验不限,https://www.zhipin.com/gongsi/06d2f6d59298dfae0Xd50tq8Eg~~.html
Python数据库开发工程师,郑州,原力智能,6-11K,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/8a2278cb7bcd42450nN_2tu1FQ~~.html
python逆向爬虫,郑州·管城回族区·紫荆山,爱贝网络,13-26K,不限,计算机软件,经验不限学历,https://www.zhipin.com/gongsi/589d1cec4346eea83nF_3Nm9EQ~~.html
Python工程师,郑州,聚时,4-8K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/9b7b47e99483b1061HB42t-4FA~~.html
（有住宿）python中级讲师,郑州·中牟县·九龙镇,郑州积云,12-15K,大专,培训机构,1-3年,https://www.zhipin.com/gongsi/208fea2223b2b9f703Z93N-1GA~~.html
软件开发工程师双休五险,郑州,小蓝卫士,10-15K,本科,计算机服务,3-5年,https://www.zhipin.com/gongsi/ffb4a1bf6dfa2d691nRz3tW5EFc~.html
编程培训员,郑州·金水区·大石桥,纳安教育,4-9K,大专,培训机构,1-3年,https://www.zhipin.com/gongsi/19cc5185d469f9291HB_2dS7GA~~.html
Python开发工程师,郑州·金水区·龙子湖校区,科教,8-13K,大专,数据服务,3-5年,https://www.zhipin.com/gongsi/4d4fb821c24114df1nB53di5EVM~.html
Python 工程师,郑州·中原区·高新区,河南迅捷,5-8K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/4fb5b44f3d8b045b0nx73d21EQ~~.html
pyhon前端工程师,郑州·中原区·高新区,因诺网络,8-13K,大专,移动互联网,3-5年,https://www.zhipin.com/gongsi/527e3985605be0b71nF92tq_Fg~~.html
pyqt工程师,郑州·中原区·石佛,图灵实验室,8-13K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/1dbd618726e06b5a1HV43Nu0EA~~.html
python工程师,郑州·中原区·高新区,迪维勒普科技,7-12K·13薪,本科,通信/网络设备,3-5年,https://www.zhipin.com/gongsi/f794996518f0d90a1XB-2d--Eg~~.html
后端开发（python）,郑州·中原区·高新区,河南天祺,7-9K·13薪,大专,信息安全,经验不限,https://www.zhipin.com/gongsi/0db7bdd76b6076781nV70t2-EVY~.html
python工程师,郑州·金水区·北龙湖,信大网御,8-12K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/c8e34e62538b20ee1HV42N61FQ~~.html
python工程师,郑州·中原区·华强城市广场,郑州爱枇杷,9-13K,大专,电子商务,1-3年,https://www.zhipin.com/gongsi/0a830174ebcf50fc03N93Ny4GQ~~.html
Python开发工程师,郑州·中原区·五龙口,Each+,10-15K·13薪,本科,互联网,1-3年,https://www.zhipin.com/gongsi/95d57756f47f286233d529u7.html
BI爬蟲應用開發,郑州·新郑市·航空港区,富士康,6-10K·13薪,大专,互联网,3-5年,https://www.zhipin.com/gongsi/9c231fb2be25afd133B82Nw~.html
Python高级讲师,郑州·中原区·高新区,新蓝剑,10-15K,大专,移动互联网,1年以内,https://www.zhipin.com/gongsi/1bf255a94652f0fd1nJ52N-1Eg~~.html
Python数据库开发工程师,郑州,原力智能,6-11K,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/8a2278cb7bcd42450nN_2tu1FQ~~.html
python高级讲师,郑州·中牟县·白沙镇,郑州积云,12-17K,大专,培训机构,3-5年,https://www.zhipin.com/gongsi/208fea2223b2b9f703Z93N-1GA~~.html
Python开发工程师,郑州,小蓝卫士,8-10K,本科,计算机服务,5-10年,https://www.zhipin.com/gongsi/ffb4a1bf6dfa2d691nRz3tW5EFc~.html
"Python 程序员/	应届毕业生",郑州·中原区·高新区,河南迅捷,4-5K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/4fb5b44f3d8b045b0nx73d21EQ~~.html
全栈工程师,郑州·中原区·高新区,图灵实验室,8-13K,大专,互联网,3-5年,https://www.zhipin.com/gongsi/1dbd618726e06b5a1HV43Nu0EA~~.html
Python研发工程师,郑州·中原区·高新区,迪维勒普科技,6-10K,本科,通信/网络设备,1-3年,https://www.zhipin.com/gongsi/f794996518f0d90a1XB-2d--Eg~~.html
python后端,郑州·中原区·高新区,河南天祺,6-10K·13薪,大专,信息安全,3-5年,https://www.zhipin.com/gongsi/0db7bdd76b6076781nV70t2-EVY~.html
云开发工程师,郑州·金水区·北龙湖,信大网御,10-12K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/c8e34e62538b20ee1HV42N61FQ~~.html
高级Python软件开发工程师,郑州·中原区·华强城市广场,郑州爱枇杷,9-13K,大专,电子商务,1-3年,https://www.zhipin.com/gongsi/0a830174ebcf50fc03N93Ny4GQ~~.html
Python,郑州·中原区·五龙口,Each+,10-15K·13薪,本科,互联网,1-3年,https://www.zhipin.com/gongsi/95d57756f47f286233d529u7.html
Python web 开发工程师,郑州·中原区·高新区,图灵实验室,7-12K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/1dbd618726e06b5a1HV43Nu0EA~~.html
Python软件开发工程师,郑州·金水区·徐寨,原力智能,6-11K,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/8a2278cb7bcd42450nN_2tu1FQ~~.html
（有住宿）Python中级讲师,郑州·中牟县·九龙镇,郑州积云,10-15K,大专,培训机构,3-5年,https://www.zhipin.com/gongsi/208fea2223b2b9f703Z93N-1GA~~.html
云研发工程师,郑州·金水区·北龙湖,信大网御,8-13K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/c8e34e62538b20ee1HV42N61FQ~~.html
Python工程师,郑州·中原区·五龙口,Each+,10-15K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/95d57756f47f286233d529u7.html
人脸识别/表情识别工程师,郑州·中原区·高新区,图灵实验室,8-13K,硕士,互联网,1-3年,https://www.zhipin.com/gongsi/1dbd618726e06b5a1HV43Nu0EA~~.html
python开发工程师,郑州·金水区·轻工业学院,信大网御,9-14K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/c8e34e62538b20ee1HV42N61FQ~~.html
爬虫工程师,郑州·中原区·高新区,图灵实验室,6-11K,大专,互联网,3-5年,https://www.zhipin.com/gongsi/1dbd618726e06b5a1HV43Nu0EA~~.html
Python后端开发工程师,郑州·中原区·高新区,图灵实验室,7-12K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/1dbd618726e06b5a1HV43Nu0EA~~.html
爬虫工程师,郑州·中原区·高新区,图灵实验室,6-10K,大专,互联网,3-5年,https://www.zhipin.com/gongsi/1dbd618726e06b5a1HV43Nu0EA~~.html
后台研发工程师-重庆,重庆·渝中区·大坪,北京字节跳动,15-30K·15薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
Python开发工程师,重庆·渝北区·大竹林,吉利科技,12-24K·13薪,本科,交通/运输,3-5年,https://www.zhipin.com/gongsi/a7623ff873bc6fa90nR-2Ni1FA~~.html
持续集成工程师,重庆·渝北区·悦来,传音控股,15-30K·14薪,本科,通信/网络设备,5-10年,https://www.zhipin.com/gongsi/3d0b6629203bb0b61nJy3t-0.html
Python高级开发工程师,重庆,华为技术有限公司,14-28K·14薪,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
腾讯云运营开发工程师,重庆·渝北区·新牌坊,腾讯,15-28K·16薪,本科,互联网,5-10年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
Python高级开发工程师,重庆·渝中区·解放碑,华为,14-28K·14薪,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
Python工程师（总部职位需驻场）,重庆·江津区·鼎山,中关村科金,11-16K,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2f5d7dc19b8510ad1XV92N-4FA~~.html
Python开发工程师,重庆·渝中区·鹅岭,德勤,11-19K,本科,咨询,3-5年,https://www.zhipin.com/gongsi/399d5e0b192f22e71nZ63di_Flo~.html
Python开发工程师,重庆·渝中区·化龙桥,软通动力信息技术集团,10-13K,本科,计算机软件,1-3年,https://www.zhipin.com/gongsi/564018fcde2fcd9f1nZ83N61GFU~.html
Python开发,重庆,网达软件,8-10K,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/2df49f55d4fc5be11XN439m-.html
腾讯云运营开发（Python）,重庆·渝北区·人和,腾讯,14-28K·16薪,本科,互联网,1-3年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
Python工程师,重庆·渝北区·光电园,四川天兆猪业股份...,8-12K·15薪,硕士,农/林/牧/渔,经验不限,https://www.zhipin.com/gongsi/0e0d5aa681919bdf0nF63tS0Eg~~.html
软件开发工程师,重庆·渝中区·两路口,华创期货,9-11K,本科,互联网金融,1-3年,https://www.zhipin.com/gongsi/0ad31f4ae62e01191nZy3t-5Fg~~.html
深度学习软件开发工程师,重庆·沙坪坝区·沙正街,重庆大学,5-8K,大专,院校,经验不限,https://www.zhipin.com/gongsi/f797900b1a01001303V83du4Fw~~.html
Python开发工程师,重庆·渝北区·大竹林,华为技术有限公司,14-28K,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/21124e51a5ea83a80nR80ti8.html
Python开发工程师,重庆·渝北区·大竹林,吉利科技,12-24K·13薪,本科,交通/运输,3-5年,https://www.zhipin.com/gongsi/a7623ff873bc6fa90nR-2Ni1FA~~.html
Python少儿编程老师+五险一金+上市公司,重庆·渝中区·袁家岗,童创教育科技,7-12K,本科,培训机构,经验不限,https://www.zhipin.com/gongsi/05784ed21359c5a81HJ83N-5Fg~~.html
Python（人工智能）,重庆·渝北区·光电园,中关村科金,12-16K·14薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2f5d7dc19b8510ad1XV92N-4FA~~.html
python开发工程师,重庆·渝北区·光电园,网达软件,7-10K,大专,计算机软件,1-3年,https://www.zhipin.com/gongsi/2df49f55d4fc5be11XN439m-.html
腾讯云python开发工程师,重庆·渝北区·新牌坊,腾讯,13-26K·15薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
长安软件公司-地图算法开发高级(J13468),重庆·江北区·鱼嘴,长安软件公司,12-24K,本科,汽车生产,3-5年,https://www.zhipin.com/gongsi/0df735f925279b750HZ909y1EA~~.html
少儿编程老师+沙坪坝+五险一金+上市公司,重庆·渝中区·袁家岗,童创教育科技,6-11K,本科,培训机构,经验不限,https://www.zhipin.com/gongsi/05784ed21359c5a81HJ83N-5Fg~~.html
量化交易工程师,重庆·南岸区·南坪,优纳科技,15-30K,本科,医疗健康,3-5年,https://www.zhipin.com/gongsi/17a0ab58dfea2f330nVz3Nu_GA~~.html
爬虫工程师兼职,重庆·九龙坡区·渝州路,点金科技,15-16K,大专,计算机服务,1-3年,https://www.zhipin.com/gongsi/f918b91e6adf71741nd53N68E1o~.html
云计算开发工程师,重庆·渝北区·新牌坊,紫光华智,11-18K·14薪,本科,计算机软件,经验不限,https://www.zhipin.com/gongsi/f8655cf8f43080071Xd_29i_FA~~.html
运营开发工程师（CSIG全资子公司）,重庆·渝北区·新牌坊,腾讯,12-24K·16薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
急精通python、java、c/C++、GO一种或多种,重庆·渝北区·新牌坊,华为,15-30K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
少儿编程老师  JAVA、C++、Python、Scratch,重庆·沙坪坝区·三峡广场,寅冠州,8-13K,本科,在线教育,经验不限,https://www.zhipin.com/gongsi/def8b5089d521c4c03B50tm7.html
Python工程师（五险一金双休朝九晚六）,重庆·渝中区·解放碑,深圳麦亚信,10-13K·13薪,大专,计算机软件,3-5年,https://www.zhipin.com/gongsi/ba8e552e388cad421X1y3dm5.html
Python,重庆·渝北区·大竹林,盼达用车,5-8K,本科,互联网,1-3年,https://www.zhipin.com/gongsi/2ac31529a67a75751nxz39q1Fw~~.html
devops工程师,重庆·渝北区·光电园,赛达科技信息安全,8-10K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/3b6f2c9530aecda40nV439u6.html
cocos2dx,重庆·渝北区·黄泥塝,点动天下,10-15K,大专,游戏,1-3年,https://www.zhipin.com/gongsi/8417247a73750e0e0Hd50tu_.html
Python,重庆·南岸区·茶园新区,盛海科技,10-15K·13薪,本科,电子/半导体/集成电路,3-5年,https://www.zhipin.com/gongsi/5fa08e6c4928c22b1HF40ti1GQ~~.html
少儿编程教师,重庆·江北区·观音桥,新童梦教育科技,6-11K,本科,培训机构,1年以内,https://www.zhipin.com/gongsi/3b5ea95d4365896503Rz3dW8GA~~.html
幼儿编程教师,重庆·江津区·鼎山,玛酷机器人活动中心,5-10K,本科,培训机构,经验不限,https://www.zhipin.com/gongsi/93cdba854be47ea20nRz2Ny5Eg~~.html
腾讯云python开发工程师,重庆·渝北区·新牌坊,腾讯,13-26K·15薪,本科,互联网,3-5年,https://www.zhipin.com/gongsi/2e64a887a110ea9f1nRz.html
Python实习生,重庆,公评网,80-100元/天,本科,数据服务,5天/周3个月,https://www.zhipin.com/gongsi/51ebbb87069f4d401nJ-2dm5E1E~.html
急精通python、java、c/C++、GO一种或多种,重庆·渝北区·新牌坊,华为,15-30K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/02cd05cce753437e33V50w~~.html
测试工程师,重庆·江北区·五里店,北京字节跳动,12-15K·15薪,本科,移动互联网,3-5年,https://www.zhipin.com/gongsi/7d01ce6cfe2022030HJ409y-.html
OpenStack开发工程师,重庆·沙坪坝区·西永,海云捷迅,15-30K,本科,计算机软件,3-5年,https://www.zhipin.com/gongsi/cabf66d380963c4f0XFy29q7Eg~~.html
爬虫工程师,重庆·渝北区·汽博中心,撼地数智,15-30K,本科,数据服务,1年以内,https://www.zhipin.com/gongsi/798f0fdc6cd71c761nd-29y8F1c~.html
